year,state,month,number,date,area,rain,wind,temp
2013,Pernambuco,feb,29,01/01/2013,,,,
2014,Pernambuco,feb,25,01/01/2014,,,,
2015,Pernambuco,feb,55,01/01/2015,,,,
2016,Pernambuco,feb,19,01/01/2016,,,,
2017,Pernambuco,feb,23,01/01/2017,,,,
1998,Pernambuco,mar,0,01/01/1998,,,,
1999,Pernambuco,mar,27,01/01/1999,,,,
2000,Pernambuco,mar,14,01/01/2000,,,,
2001,Pernambuco,mar,0,01/01/2001,,,,
2002,Pernambuco,mar,24,01/01/2002,,,,
2003,Pernambuco,mar,9,01/01/2003,,,,
2004,Pernambuco,mar,6,01/01/2004,,,,
2005,Pernambuco,mar,45,01/01/2005,,,,
2006,Pernambuco,mar,18,01/01/2006,,,,
2007,Pernambuco,mar,4,01/01/2007,,,,
2008,Pernambuco,mar,32,01/01/2008,,,,
2009,Pernambuco,mar,15,01/01/2009,,,,
2010,Pernambuco,mar,59,01/01/2010,,,,
2011,Pernambuco,mar,39,01/01/2011,,,,
2012,Pernambuco,mar,44,01/01/2012,,,,
2013,Pernambuco,mar,40,01/01/2013,,,,
2014,Pernambuco,mar,36,01/01/2014,,,,
2015,Pernambuco,mar,33,01/01/2015,,,,
2016,Pernambuco,mar,4,01/01/2016,,,,
2017,Pernambuco,mar,7,01/01/2017,,,,
1998,Pernambuco,apr,0,01/01/1998,,,,
1999,Pernambuco,apr,2,01/01/1999,,,,
2000,Pernambuco,apr,1,01/01/2000,,,,
2001,Pernambuco,apr,2,01/01/2001,,,,
2002,Pernambuco,apr,5,01/01/2002,,,,
2003,Pernambuco,apr,7,01/01/2003,,,,
2004,Pernambuco,apr,5,01/01/2004,,,,
2005,Pernambuco,apr,1,01/01/2005,,,,
2006,Pernambuco,apr,2,01/01/2006,,,,
2007,Pernambuco,apr,1,01/01/2007,,,,
2008,Pernambuco,apr,5,01/01/2008,,,,
2009,Pernambuco,apr,3,01/01/2009,,,,
2010,Pernambuco,apr,2,01/01/2010,,,,
2011,Pernambuco,apr,22,01/01/2011,,,,
2012,Pernambuco,apr,46,01/01/2012,,,,
2013,Pernambuco,apr,11,01/01/2013,,,,
2014,Pernambuco,apr,10,01/01/2014,,,,
2015,Pernambuco,apr,30,01/01/2015,,,,
2016,Pernambuco,apr,8,01/01/2016,,,,
2017,Pernambuco,apr,9,01/01/2017,,,,
1998,Pernambuco,may,0,01/01/1998,,,,
1999,Pernambuco,may,6,01/01/1999,,,,
2000,Pernambuco,may,7,01/01/2000,,,,
2001,Pernambuco,may,5,01/01/2001,,,,
2002,Pernambuco,may,13,01/01/2002,,,,
2003,Pernambuco,may,1,01/01/2003,,,,
2004,Pernambuco,may,2,01/01/2004,,,,
2005,Pernambuco,may,1,01/01/2005,,,,
2006,Pernambuco,may,1,01/01/2006,,,,
2007,Pernambuco,may,0,01/01/2007,,,,
2008,Pernambuco,may,0,01/01/2008,,,,
2009,Pernambuco,may,0,01/01/2009,,,,
2010,Pernambuco,may,8,01/01/2010,,,,
2011,Pernambuco,may,1,01/01/2011,,,,
2012,Pernambuco,may,36,01/01/2012,,,,
2013,Pernambuco,may,9,01/01/2013,,,,
2014,Pernambuco,may,4,01/01/2014,,,,
2015,Pernambuco,may,17,01/01/2015,,,,
2016,Pernambuco,may,6,01/01/2016,,,,
2017,Pernambuco,may,13,01/01/2017,,,,
1998,Pernambuco,jun,1,01/01/1998,,,,
1999,Pernambuco,jun,7,01/01/1999,,,,
2000,Pernambuco,jun,4,01/01/2000,,,,
2001,Pernambuco,jun,2,01/01/2001,,,,
2002,Pernambuco,jun,1,01/01/2002,,,,
2003,Pernambuco,jun,2,01/01/2003,,,,
2004,Pernambuco,jun,4,01/01/2004,,,,
2005,Pernambuco,jun,3,01/01/2005,,,,
2006,Pernambuco,jun,0,01/01/2006,,,,
2007,Pernambuco,jun,1,01/01/2007,,,,
2008,Pernambuco,jun,0,01/01/2008,,,,
2009,Pernambuco,jun,1,01/01/2009,,,,
2010,Pernambuco,jun,1,01/01/2010,,,,
2011,Pernambuco,jun,4,01/01/2011,,,,
2012,Pernambuco,jun,12,01/01/2012,,,,
2013,Pernambuco,jun,12,01/01/2013,,,,
2014,Pernambuco,jun,3,01/01/2014,,,,
2015,Pernambuco,jun,3,01/01/2015,,,,
2016,Pernambuco,jun,4,01/01/2016,,,,
2017,Pernambuco,jun,5,01/01/2017,,,,
1998,Pernambuco,jul,5,01/01/1998,,,,
1999,Pernambuco,jul,2,01/01/1999,,,,
2000,Pernambuco,jul,0,01/01/2000,,,,
2001,Pernambuco,jul,6,01/01/2001,,,,
2002,Pernambuco,jul,8,01/01/2002,,,,
2003,Pernambuco,jul,5,01/01/2003,,,,
2004,Pernambuco,jul,13,01/01/2004,,,,
2005,Pernambuco,jul,1,01/01/2005,,,,
2006,Pernambuco,jul,1,01/01/2006,,,,
2007,Pernambuco,jul,3,01/01/2007,,,,
2008,Pernambuco,jul,0,01/01/2008,,,,
2009,Pernambuco,jul,1,01/01/2009,,,,
2010,Pernambuco,jul,7,01/01/2010,,,,
2011,Pernambuco,jul,2,01/01/2011,,,,
2012,Pernambuco,jul,11,01/01/2012,,,,
2013,Pernambuco,jul,4,01/01/2013,,,,
2014,Pernambuco,jul,11,01/01/2014,,,,
2015,Pernambuco,jul,13,01/01/2015,,,,
2016,Pernambuco,jul,17,01/01/2016,,,,
2017,Pernambuco,jul,2,01/01/2017,,,,
1998,Pernambuco,aug,12,01/01/1998,,,,
1999,Pernambuco,aug,3,01/01/1999,,,,
2000,Pernambuco,aug,31,01/01/2000,,,,
2001,Pernambuco,aug,27,01/01/2001,,,,
2002,Pernambuco,aug,37,01/01/2002,,,,
2003,Pernambuco,aug,26,01/01/2003,,,,
2004,Pernambuco,aug,41,01/01/2004,,,,
2005,Pernambuco,aug,10,01/01/2005,,,,
2006,Pernambuco,aug,8,01/01/2006,,,,
2007,Pernambuco,aug,20,01/01/2007,,,,
2008,Pernambuco,aug,2,01/01/2008,,,,
2009,Pernambuco,aug,10,01/01/2009,,,,
2010,Pernambuco,aug,29,01/01/2010,,,,
2011,Pernambuco,aug,27,01/01/2011,,,,
2012,Pernambuco,aug,27,01/01/2012,,,,
2013,Pernambuco,aug,14,01/01/2013,,,,
2014,Pernambuco,aug,23,01/01/2014,,,,
2015,Pernambuco,aug,21,01/01/2015,,,,
2016,Pernambuco,aug,42,01/01/2016,,,,
2017,Pernambuco,aug,20,01/01/2017,,,,
1998,Pernambuco,sep,177,01/01/1998,,,,
1999,Pernambuco,sep,64,01/01/1999,,,,
2000,Pernambuco,sep,130,01/01/2000,,,,
2001,Pernambuco,sep,298,01/01/2001,,,,
2002,Pernambuco,sep,374,01/01/2002,,,,
2003,Pernambuco,sep,510,01/01/2003,,,,
2004,Pernambuco,sep,192,01/01/2004,,,,
2005,Pernambuco,sep,154,01/01/2005,,,,
2006,Pernambuco,sep,147,01/01/2006,,,,
2007,Pernambuco,sep,164,01/01/2007,,,,
2008,Pernambuco,sep,92,01/01/2008,,,,
2009,Pernambuco,sep,164,01/01/2009,,,,
2010,Pernambuco,sep,179,01/01/2010,,,,
2011,Pernambuco,sep,243,01/01/2011,,,,
2012,Pernambuco,sep,192,01/01/2012,,,,
2013,Pernambuco,sep,143,01/01/2013,,,,
2014,Pernambuco,sep,63,01/01/2014,,,,
2015,Pernambuco,sep,116,01/01/2015,,,,
2016,Pernambuco,sep,171,01/01/2016,,,,
2017,Pernambuco,sep,69,01/01/2017,,,,
1998,Pernambuco,oct,372,01/01/1998,,,,
1999,Pernambuco,oct,180,01/01/1999,,,,
2000,Pernambuco,oct,411,01/01/2000,,,,
2001,Pernambuco,oct,461,01/01/2001,,,,
2002,Pernambuco,oct,638,01/01/2002,,,,
2003,Pernambuco,oct,859,01/01/2003,,,,
2004,Pernambuco,oct,545,01/01/2004,,,,
2005,Pernambuco,oct,408,01/01/2005,,,,
2006,Pernambuco,oct,310,01/01/2006,,,,
2007,Pernambuco,oct,702,01/01/2007,,,,
2008,Pernambuco,oct,274,01/01/2008,,,,
2009,Pernambuco,oct,254,01/01/2009,,,,
2010,Pernambuco,oct,347,01/01/2010,,,,
2011,Pernambuco,oct,461,01/01/2011,,,,
2012,Pernambuco,oct,222,01/01/2012,,,,
2013,Pernambuco,oct,161,01/01/2013,,,,
2014,Pernambuco,oct,174,01/01/2014,,,,
2015,Pernambuco,oct,194,01/01/2015,,,,
2016,Pernambuco,oct,319,01/01/2016,,,,
2017,Pernambuco,oct,256,01/01/2017,,,,
1998,Pernambuco,nov,141,01/01/1998,,,,
1999,Pernambuco,nov,41,01/01/1999,,,,
2000,Pernambuco,nov,64,01/01/2000,,,,
2001,Pernambuco,nov,208,01/01/2001,,,,
2002,Pernambuco,nov,521,01/01/2002,,,,
2003,Pernambuco,nov,560,01/01/2003,,,,
2004,Pernambuco,nov,465,01/01/2004,,,,
2005,Pernambuco,nov,452,01/01/2005,,,,
2006,Pernambuco,nov,385,01/01/2006,,,,
2007,Pernambuco,nov,359,01/01/2007,,,,
2008,Pernambuco,nov,363,01/01/2008,,,,
2009,Pernambuco,nov,486,01/01/2009,,,,
2010,Pernambuco,nov,831,01/01/2010,,,,
2011,Pernambuco,nov,352,01/01/2011,,,,
2012,Pernambuco,nov,181,01/01/2012,,,,
2013,Pernambuco,nov,110,01/01/2013,,,,
2014,Pernambuco,nov,111,01/01/2014,,,,
2015,Pernambuco,nov,315,01/01/2015,,,,
2016,Pernambuco,nov,191,01/01/2016,,,,
2017,Pernambuco,nov,66,01/01/2017,,,,
1998,Pernambuco,dec,59,01/01/1998,,,,
1999,Pernambuco,dec,16,01/01/1999,,,,
2000,Pernambuco,dec,22,01/01/2000,,,,
2001,Pernambuco,dec,62,01/01/2001,,,,
2002,Pernambuco,dec,259,01/01/2002,,,,
2003,Pernambuco,dec,229,01/01/2003,,,,
2004,Pernambuco,dec,373,01/01/2004,,,,
2005,Pernambuco,dec,191,01/01/2005,,,,
2006,Pernambuco,dec,207,01/01/2006,,,,
2007,Pernambuco,dec,200,01/01/2007,,,,
2008,Pernambuco,dec,203,01/01/2008,,,,
2009,Pernambuco,dec,351,01/01/2009,,,,
2010,Pernambuco,dec,117,01/01/2010,,,,
2011,Pernambuco,dec,364,01/01/2011,,,,
2012,Pernambuco,dec,108,01/01/2012,,,,
2013,Pernambuco,dec,141,01/01/2013,,,,
2014,Pernambuco,dec,101,01/01/2014,,,,
2015,Pernambuco,dec,176,01/01/2015,,,,
2016,Pernambuco,dec,161,01/01/2016,,,,
1998,Piaui,jan,0,01/01/1998,,,,
1999,Piaui,jan,21,01/01/1999,,,,
2000,Piaui,jan,5,01/01/2000,,,,
2001,Piaui,jan,29,01/01/2001,,,,
2002,Piaui,jan,33,01/01/2002,,,,
2003,Piaui,jan,86,01/01/2003,,,,
2004,Piaui,jan,42,01/01/2004,,,,
2005,Piaui,jan,94,01/01/2005,,,,
2006,Piaui,jan,133,01/01/2006,,,,
2007,Piaui,jan,123,01/01/2007,,,,
2008,Piaui,jan,61,01/01/2008,,,,
2009,Piaui,jan,79,01/01/2009,,,,
2010,Piaui,jan,99,01/01/2010,,,,
2011,Piaui,jan,39,01/01/2011,,,,
2012,Piaui,jan,80,01/01/2012,,,,
2013,Piaui,jan,72,01/01/2013,,,,
2014,Piaui,jan,79,01/01/2014,,,,
2015,Piaui,jan,92,01/01/2015,,,,
2016,Piaui,jan,94,01/01/2016,,,,
2017,Piaui,jan,85,01/01/2017,,,,
1998,Piaui,feb,0,01/01/1998,,,,
1999,Piaui,feb,22,01/01/1999,,,,
2000,Piaui,feb,12,01/01/2000,,,,
2001,Piaui,feb,0,01/01/2001,,,,
2002,Piaui,feb,160,01/01/2002,,,,
2003,Piaui,feb,3,01/01/2003,,,,
2004,Piaui,feb,20,01/01/2004,,,,
2005,Piaui,feb,26,01/01/2005,,,,
2006,Piaui,feb,23,01/01/2006,,,,
2007,Piaui,feb,11,01/01/2007,,,,
2008,Piaui,feb,21,01/01/2008,,,,
2009,Piaui,feb,19,01/01/2009,,,,
2010,Piaui,feb,54,01/01/2010,,,,
2011,Piaui,feb,11,01/01/2011,,,,
2012,Piaui,feb,31,01/01/2012,,,,
2013,Piaui,feb,68,01/01/2013,,,,
2014,Piaui,feb,14,01/01/2014,,,,
2015,Piaui,feb,38,01/01/2015,,,,
2016,Piaui,feb,97,01/01/2016,,,,
2017,Piaui,feb,24,01/01/2017,,,,
1998,Piaui,mar,0,01/01/1998,,,,
1999,Piaui,mar,4,01/01/1999,,,,
2000,Piaui,mar,14,01/01/2000,,,,
2001,Piaui,mar,2,01/01/2001,,,,
2002,Piaui,mar,63,01/01/2002,,,,
2003,Piaui,mar,15,01/01/2003,,,,
2004,Piaui,mar,27,01/01/2004,,,,
2005,Piaui,mar,13,01/01/2005,,,,
2006,Piaui,mar,18,01/01/2006,,,,
2007,Piaui,mar,31,01/01/2007,,,,
2008,Piaui,mar,4,01/01/2008,,,,
2009,Piaui,mar,17,01/01/2009,,,,
2010,Piaui,mar,47,01/01/2010,,,,
2011,Piaui,mar,15,01/01/2011,,,,
2012,Piaui,mar,71,01/01/2012,,,,
2013,Piaui,mar,14,01/01/2013,,,,
2014,Piaui,mar,88,01/01/2014,,,,
2015,Piaui,mar,35,01/01/2015,,,,
2016,Piaui,mar,53,01/01/2016,,,,
2017,Piaui,mar,25,01/01/2017,,,,
1998,Piaui,apr,0,01/01/1998,,,,
1999,Piaui,apr,10,01/01/1999,,,,
2000,Piaui,apr,15,01/01/2000,,,,
2001,Piaui,apr,1,01/01/2001,,,,
2002,Piaui,apr,87,01/01/2002,,,,
2003,Piaui,apr,22,01/01/2003,,,,
2004,Piaui,apr,10,01/01/2004,,,,
2005,Piaui,apr,3,01/01/2005,,,,
2006,Piaui,apr,1,01/01/2006,,,,
2007,Piaui,apr,9,01/01/2007,,,,
2008,Piaui,apr,7,01/01/2008,,,,
2009,Piaui,apr,8,01/01/2009,,,,
2010,Piaui,apr,56,01/01/2010,,,,
2011,Piaui,apr,16,01/01/2011,,,,
2012,Piaui,apr,119,01/01/2012,,,,
2013,Piaui,apr,34,01/01/2013,,,,
2014,Piaui,apr,63,01/01/2014,,,,
2015,Piaui,apr,50,01/01/2015,,,,
2016,Piaui,apr,35,01/01/2016,,,,
2017,Piaui,apr,25,01/01/2017,,,,
1998,Piaui,may,0,01/01/1998,,,,
1999,Piaui,may,8,01/01/1999,,,,
2000,Piaui,may,25,01/01/2000,,,,
2001,Piaui,may,36,01/01/2001,,,,
2002,Piaui,may,84,01/01/2002,,,,
2003,Piaui,may,13,01/01/2003,,,,
2004,Piaui,may,80,01/01/2004,,,,
2005,Piaui,may,22,01/01/2005,,,,
2006,Piaui,may,0,01/01/2006,,,,
2007,Piaui,may,52,01/01/2007,,,,
2008,Piaui,may,12,01/01/2008,,,,
2009,Piaui,may,12,01/01/2009,,,,
2010,Piaui,may,231,01/01/2010,,,,
2011,Piaui,may,77,01/01/2011,,,,
2012,Piaui,may,334,01/01/2012,,,,
2013,Piaui,may,40,01/01/2013,,,,
2014,Piaui,may,138,01/01/2014,,,,
2015,Piaui,may,66,01/01/2015,,,,
2016,Piaui,may,60,01/01/2016,,,,
2017,Piaui,may,36,01/01/2017,,,,
1998,Piaui,jun,46,01/01/1998,,,,
1999,Piaui,jun,47,01/01/1999,,,,
2000,Piaui,jun,18,01/01/2000,,,,
2001,Piaui,jun,87,01/01/2001,,,,
2002,Piaui,jun,161,01/01/2002,,,,
2003,Piaui,jun,88,01/01/2003,,,,
2004,Piaui,jun,239,01/01/2004,,,,
2005,Piaui,jun,171,01/01/2005,,,,
2006,Piaui,jun,40,01/01/2006,,,,
2007,Piaui,jun,303,01/01/2007,,,,
2008,Piaui,jun,33,01/01/2008,,,,
2009,Piaui,jun,56,01/01/2009,,,,
2010,Piaui,jun,208,01/01/2010,,,,
2011,Piaui,jun,462,01/01/2011,,,,
2012,Piaui,jun,834,01/01/2012,,,,
2013,Piaui,jun,263,01/01/2013,,,,
2014,Piaui,jun,373,01/01/2014,,,,
2015,Piaui,jun,283,01/01/2015,,,,
2016,Piaui,jun,153,01/01/2016,,,,
2017,Piaui,jun,193,01/01/2017,,,,
1998,Piaui,jul,189,01/01/1998,,,,
1999,Piaui,jul,123,01/01/1999,,,,
2000,Piaui,jul,75,01/01/2000,,,,
2001,Piaui,jul,337,01/01/2001,,,,
2002,Piaui,jul,534,01/01/2002,,,,
2003,Piaui,jul,407,01/01/2003,,,,
2004,Piaui,jul,564,01/01/2004,,,,
2005,Piaui,jul,445,01/01/2005,,,,
2006,Piaui,jul,150,01/01/2006,,,,
2007,Piaui,jul,919,01/01/2007,,,,
2008,Piaui,jul,97,01/01/2008,,,,
2009,Piaui,jul,302,01/01/2009,,,,
2010,Piaui,jul,1.696,01/01/2010,,,,
2011,Piaui,jul,864,01/01/2011,,,,
2012,Piaui,jul,1.755,01/01/2012,,,,
2013,Piaui,jul,361,01/01/2013,,,,
2014,Piaui,jul,1.177,01/01/2014,,,,
2015,Piaui,jul,690,01/01/2015,,,,
2016,Piaui,jul,754,01/01/2016,,,,
2017,Piaui,jul,643,01/01/2017,,,,
1998,Piaui,aug,711,01/01/1998,,,,
1999,Piaui,aug,499,01/01/1999,,,,
2000,Piaui,aug,415,01/01/2000,,,,
2001,Piaui,aug,1.133,01/01/2001,,,,
2002,Piaui,aug,2.28,01/01/2002,,,,
2003,Piaui,aug,864,01/01/2003,,,,
2004,Piaui,aug,1.002,01/01/2004,,,,
2005,Piaui,aug,943,01/01/2005,,,,
2006,Piaui,aug,911,01/01/2006,,,,
2007,Piaui,aug,3.551,01/01/2007,,,,
2008,Piaui,aug,290,01/01/2008,,,,
2009,Piaui,aug,790,01/01/2009,,,,
2010,Piaui,aug,4.035,01/01/2010,,,,
2011,Piaui,aug,1.958,01/01/2011,,,,
2012,Piaui,aug,3.614,01/01/2012,,,,
2013,Piaui,aug,1.015,01/01/2013,,,,
2014,Piaui,aug,2.265,01/01/2014,,,,
2015,Piaui,aug,2.057,01/01/2015,,,,
2016,Piaui,aug,1.647,01/01/2016,,,,
2017,Piaui,aug,1.572,01/01/2017,,,,
1998,Piaui,sep,1.991,01/01/1998,,,,
1999,Piaui,sep,872,01/01/1999,,,,
2000,Piaui,sep,1.099,01/01/2000,,,,
2001,Piaui,sep,2.401,01/01/2001,,,,
2002,Piaui,sep,2.475,01/01/2002,,,,
2003,Piaui,sep,3.399,01/01/2003,,,,
2004,Piaui,sep,2.662,01/01/2004,,,,
2005,Piaui,sep,3.136,01/01/2005,,,,
2006,Piaui,sep,1.618,01/01/2006,,,,
2007,Piaui,sep,4.078,01/01/2007,,,,
2008,Piaui,sep,1.472,01/01/2008,,,,
2009,Piaui,sep,1.709,01/01/2009,,,,
2010,Piaui,sep,5.392,01/01/2010,,,,
2011,Piaui,sep,4.402,01/01/2011,,,,
2012,Piaui,sep,4.479,01/01/2012,,,,
2013,Piaui,sep,2.311,01/01/2013,,,,
2014,Piaui,sep,2.536,01/01/2014,,,,
2015,Piaui,sep,5.828,01/01/2015,,,,
2016,Piaui,sep,1.394,01/01/2016,,,,
2017,Piaui,sep,3.422,01/01/2017,,,,
1998,Piaui,oct,2.586,01/01/1998,,,,
1999,Piaui,oct,1.438,01/01/1999,,,,
2000,Piaui,oct,2.558,01/01/2000,,,,
2001,Piaui,oct,3.742,01/01/2001,,,,
2002,Piaui,oct,2.757,01/01/2002,,,,
2003,Piaui,oct,2.332,01/01/2003,,,,
2004,Piaui,oct,2.144,01/01/2004,,,,
2005,Piaui,oct,3.263,01/01/2005,,,,
2006,Piaui,oct,1.443,01/01/2006,,,,
2007,Piaui,oct,2.331,01/01/2007,,,,
2008,Piaui,oct,1.83,01/01/2008,,,,
2009,Piaui,oct,913,01/01/2009,,,,
2010,Piaui,oct,3.863,01/01/2010,,,,
2011,Piaui,oct,1.484,01/01/2011,,,,
2012,Piaui,oct,2.506,01/01/2012,,,,
2013,Piaui,oct,1.269,01/01/2013,,,,
2014,Piaui,oct,1.788,01/01/2014,,,,
2015,Piaui,oct,4.068,01/01/2015,,,,
2016,Piaui,oct,2.598,01/01/2016,,,,
2017,Piaui,oct,3.004,01/01/2017,,,,
1998,Piaui,nov,424,01/01/1998,,,,
1999,Piaui,nov,334,01/01/1999,,,,
2000,Piaui,nov,450,01/01/2000,,,,
2001,Piaui,nov,1.484,01/01/2001,,,,
2002,Piaui,nov,1.174,01/01/2002,,,,
2003,Piaui,nov,1.248,01/01/2003,,,,
2004,Piaui,nov,1.798,01/01/2004,,,,
2005,Piaui,nov,1.599,01/01/2005,,,,
2006,Piaui,nov,740,01/01/2006,,,,
2007,Piaui,nov,939,01/01/2007,,,,
2008,Piaui,nov,594,01/01/2008,,,,
2009,Piaui,nov,1.336,01/01/2009,,,,
2010,Piaui,nov,1.417,01/01/2010,,,,
2011,Piaui,nov,825,01/01/2011,,,,
2012,Piaui,nov,447,01/01/2012,,,,
2013,Piaui,nov,640,01/01/2013,,,,
2014,Piaui,nov,717,01/01/2014,,,,
2015,Piaui,nov,897,01/01/2015,,,,
2016,Piaui,nov,1.126,01/01/2016,,,,
2017,Piaui,nov,449,01/01/2017,,,,
1998,Piaui,dec,119,01/01/1998,,,,
1999,Piaui,dec,74,01/01/1999,,,,
2000,Piaui,dec,79,01/01/2000,,,,
2001,Piaui,dec,230,01/01/2001,,,,
2002,Piaui,dec,373,01/01/2002,,,,
2003,Piaui,dec,459,01/01/2003,,,,
2004,Piaui,dec,788,01/01/2004,,,,
2005,Piaui,dec,486,01/01/2005,,,,
2006,Piaui,dec,339,01/01/2006,,,,
2007,Piaui,dec,317,01/01/2007,,,,
2008,Piaui,dec,329,01/01/2008,,,,
2009,Piaui,dec,570,01/01/2009,,,,
2010,Piaui,dec,357,01/01/2010,,,,
2011,Piaui,dec,362,01/01/2011,,,,
2012,Piaui,dec,334,01/01/2012,,,,
2013,Piaui,dec,468,01/01/2013,,,,
2014,Piaui,dec,346,01/01/2014,,,,
2015,Piaui,dec,626,01/01/2015,,,,
2016,Piaui,dec,374,01/01/2016,,,,
1998,Rio,jan,0,01/01/1998,,,,
1999,Rio,jan,0,01/01/1999,,,,
2000,Rio,jan,0,01/01/2000,,,,
2001,Rio,jan,0,01/01/2001,,,,
2002,Rio,jan,0,01/01/2002,,,,
2003,Rio,jan,0,01/01/2003,,,,
2004,Rio,jan,1,01/01/2004,,,,
2005,Rio,jan,5,01/01/2005,,,,
2006,Rio,jan,12,01/01/2006,,,,
2007,Rio,jan,0,01/01/2007,,,,
2008,Rio,jan,1,01/01/2008,,,,
2009,Rio,jan,3,01/01/2009,,,,
2010,Rio,jan,13,01/01/2010,,,,
2011,Rio,jan,10,01/01/2011,,,,
2012,Rio,jan,12,01/01/2012,,,,
2013,Rio,jan,9,01/01/2013,,,,
2014,Rio,jan,35,01/01/2014,,,,
2015,Rio,jan,97,01/01/2015,,,,
2016,Rio,jan,9,01/01/2016,,,,
2017,Rio,jan,15,01/01/2017,,,,
1998,Rio,feb,0,01/01/1998,,,,
1999,Rio,feb,0,01/01/1999,,,,
2000,Rio,feb,1,01/01/2000,,,,
2001,Rio,feb,3,01/01/2001,,,,
2002,Rio,feb,1,01/01/2002,,,,
2003,Rio,feb,10,01/01/2003,,,,
2004,Rio,feb,8,01/01/2004,,,,
2005,Rio,feb,4,01/01/2005,,,,
2006,Rio,feb,7,01/01/2006,,,,
2007,Rio,feb,15,01/01/2007,,,,
2008,Rio,feb,2,01/01/2008,,,,
2009,Rio,feb,5,01/01/2009,,,,
2010,Rio,feb,73,01/01/2010,,,,
2011,Rio,feb,36,01/01/2011,,,,
2012,Rio,feb,11,01/01/2012,,,,
2013,Rio,feb,12,01/01/2013,,,,
2014,Rio,feb,116,01/01/2014,,,,
2015,Rio,feb,36,01/01/2015,,,,
2016,Rio,feb,16,01/01/2016,,,,
2017,Rio,feb,34,01/01/2017,,,,
1998,Rio,mar,0,01/01/1998,,,,
1999,Rio,mar,0,01/01/1999,,,,
2000,Rio,mar,0,01/01/2000,,,,
2001,Rio,mar,0,01/01/2001,,,,
2002,Rio,mar,1,01/01/2002,,,,
2003,Rio,mar,23,01/01/2003,,,,
2004,Rio,mar,4,01/01/2004,,,,
2005,Rio,mar,7,01/01/2005,,,,
2006,Rio,mar,8,01/01/2006,,,,
2007,Rio,mar,27,01/01/2007,,,,
2008,Rio,mar,2,01/01/2008,,,,
2009,Rio,mar,5,01/01/2009,,,,
2010,Rio,mar,10,01/01/2010,,,,
2011,Rio,mar,7,01/01/2011,,,,
2012,Rio,mar,20,01/01/2012,,,,
2013,Rio,mar,9,01/01/2013,,,,
2014,Rio,mar,38,01/01/2014,,,,
2015,Rio,mar,23,01/01/2015,,,,
2016,Rio,mar,16,01/01/2016,,,,
2017,Rio,mar,10,01/01/2017,,,,
1998,Rio,apr,0,01/01/1998,,,,
1999,Rio,apr,1,01/01/1999,,,,
2000,Rio,apr,2,01/01/2000,,,,
2001,Rio,apr,2,01/01/2001,,,,
2002,Rio,apr,8,01/01/2002,,,,
2003,Rio,apr,11,01/01/2003,,,,
2004,Rio,apr,3,01/01/2004,,,,
2005,Rio,apr,1,01/01/2005,,,,
2006,Rio,apr,8,01/01/2006,,,,
2007,Rio,apr,9,01/01/2007,,,,
2008,Rio,apr,2,01/01/2008,,,,
2009,Rio,apr,1,01/01/2009,,,,
2010,Rio,apr,10,01/01/2010,,,,
2011,Rio,apr,12,01/01/2011,,,,
2012,Rio,apr,12,01/01/2012,,,,
2013,Rio,apr,9,01/01/2013,,,,
2014,Rio,apr,25,01/01/2014,,,,
2015,Rio,apr,24,01/01/2015,,,,
2016,Rio,apr,45,01/01/2016,,,,
2017,Rio,apr,12,01/01/2017,,,,
1998,Rio,may,0,01/01/1998,,,,
1999,Rio,may,7,01/01/1999,,,,
2000,Rio,may,5,01/01/2000,,,,
2001,Rio,may,4,01/01/2001,,,,
2002,Rio,may,4,01/01/2002,,,,
2003,Rio,may,1,01/01/2003,,,,
2004,Rio,may,0,01/01/2004,,,,
2005,Rio,may,11,01/01/2005,,,,
2006,Rio,may,4,01/01/2006,,,,
2007,Rio,may,2,01/01/2007,,,,
2008,Rio,may,0,01/01/2008,,,,
2009,Rio,may,37,01/01/2009,,,,
2010,Rio,may,6,01/01/2010,,,,
2011,Rio,may,17,01/01/2011,,,,
2012,Rio,may,18,01/01/2012,,,,
2013,Rio,may,16,01/01/2013,,,,
2014,Rio,may,20,01/01/2014,,,,
2015,Rio,may,21,01/01/2015,,,,
2016,Rio,may,30,01/01/2016,,,,
2017,Rio,may,15,01/01/2017,,,,
1998,Rio,jun,3,01/01/1998,,,,
1999,Rio,jun,8,01/01/1999,,,,
2000,Rio,jun,14,01/01/2000,,,,
2001,Rio,jun,13,01/01/2001,,,,
2002,Rio,jun,13,01/01/2002,,,,
2003,Rio,jun,13,01/01/2003,,,,
2004,Rio,jun,19,01/01/2004,,,,
2005,Rio,jun,16,01/01/2005,,,,
2006,Rio,jun,19,01/01/2006,,,,
2007,Rio,jun,3,01/01/2007,,,,
2008,Rio,jun,4,01/01/2008,,,,
2009,Rio,jun,33,01/01/2009,,,,
2010,Rio,jun,7,01/01/2010,,,,
2011,Rio,jun,33,01/01/2011,,,,
2012,Rio,jun,14,01/01/2012,,,,
2013,Rio,jun,17,01/01/2013,,,,
2014,Rio,jun,54,01/01/2014,,,,
2015,Rio,jun,33,01/01/2015,,,,
2016,Rio,jun,37,01/01/2016,,,,
2017,Rio,jun,68,01/01/2017,,,,
1998,Rio,jul,21,01/01/1998,,,,
1999,Rio,jul,14,01/01/1999,,,,
2000,Rio,jul,22,01/01/2000,,,,
2001,Rio,jul,57,01/01/2001,,,,
2002,Rio,jul,17,01/01/2002,,,,
